productcategory,productbrand,productprice,customerage,customergender,purchasefrequency,customersatisfaction,purchaseintent
1,3,1159.8717052867232,55,0,3,4,1
1,2,250.0916065356937,28,0,17,2,0
0,4,792.8548118770468,46,1,17,5,1
0,2,1147.6666164634707,68,0,12,3,0
1,3,2167.3180798144585,23,1,14,2,0
2,3,1320.1292922829589,24,0,12,3,1
0,4,1838.4196536783857,33,0,14,5,0
4,1,1225.545667079391,42,1,4,3,1
2,4,1586.7647931183851,61,0,8,3,1
4,1,349.6965858579913,27,0,7,3,1
4,3,338.1944068905563,45,1,16,1,1
4,1,1161.14878834746,20,1,9,4,1
1,4,1480.8099567329914,38,0,16,1,0
1,2,1859.0638751756476,29,1,4,4,1
3,1,1060.292463139938,54,0,15,2,1
1,1,288.6290793199676,50,1,10,1,1
1,3,699.0758239865212,27,0,14,1,0
0,0,2015.3357990208897,69,0,6,4,0
4,1,1173.6424925805798,20,1,7,2,1
4,3,2977.758668888286,46,0,13,3,1
4,3,2928.4205158274685,64,1,15,2,1
3,4,2401.889853437829,34,1,16,4,0
2,3,1801.1948392495865,44,1,6,4,0
4,1,2822.976519193405,31,0,17,5,0
1,1,2132.2017981233403,58,0,15,1,1
4,2,2008.135553187136,52,0,2,2,0
2,2,2784.259200643487,63,0,6,4,1
1,2,835.2194357276669,57,1,12,1,0
0,4,1828.0105539079627,20,0,16,5,1
2,3,2704.662379497944,30,1,19,5,1
0,1,274.0348376544698,19,1,6,1,1
2,2,364.5470707213351,29,1,16,4,0
1,2,1477.3340628163094,67,0,4,3,0
2,1,1560.222485411654,26,1,6,2,1
4,4,1249.0279301038618,42,1,14,3,0
4,1,2379.6542620438145,32,0,18,1,1
0,1,1145.717124396384,67,1,1,1,1
2,2,896.311051050279,43,1,10,3,1
1,1,1089.7936532894962,33,0,5,3,0
0,4,2102.4416161064933,35,0,8,2,0
0,0,1285.118077446008,53,0,6,5,1
1,0,617.4042835060371,36,0,3,3,1
2,4,771.4863689659461,45,1,9,3,1
1,1,2991.9467262153685,45,0,3,3,1
0,2,661.38985650768,33,1,6,5,0
3,2,2660.0136587283387,47,0,2,2,0
2,2,427.5336946670874,37,0,16,1,1
1,2,2717.954486653693,54,0,18,4,0
4,2,1966.1861623644968,40,1,15,4,1
2,4,761.3867597432375,67,0,11,2,1
0,0,2670.981754804177,37,1,3,5,1
0,3,1198.9449756060133,41,0,10,5,0
3,1,168.0879458777344,26,0,12,1,0
2,4,1939.8508683345544,55,1,14,4,0
3,0,627.7279811870474,66,1,2,3,1
4,2,2761.738250203543,51,1,18,1,0
4,3,1186.4790083923597,60,0,13,1,0
4,4,2505.037913105936,67,0,12,1,1
1,1,1963.9354917133912,43,1,15,2,0
4,4,1201.2212414344026,19,1,8,1,0
3,1,499.9248357962238,19,1,14,2,1
3,1,1424.9136403122395,41,0,9,1,1
0,1,1102.7416081519807,38,1,17,4,0
1,0,1832.8232211314537,49,0,11,5,1
0,0,1537.904270298784,28,0,10,1,1
3,4,670.5820329350371,58,0,14,5,1
2,2,1194.2227662596554,39,0,18,1,1
0,3,2321.6060959605525,28,0,12,4,0
2,2,2882.781503287183,67,0,16,1,1
2,3,667.6564410536948,64,1,17,3,1
2,2,1486.8051608019014,62,0,9,5,1
4,1,2450.9189651664183,66,0,8,2,0
4,0,2020.9483949868925,55,0,9,1,0
4,0,2573.14495567874,69,0,16,2,0
3,0,1781.267584757638,53,1,10,1,1
1,3,520.6194391952856,44,0,3,3,0
0,0,1180.7055320702962,56,0,3,3,1
4,2,1849.217850480996,21,1,16,4,0
2,0,2613.487043009514,58,0,11,3,1
4,1,2727.8103238166605,42,1,17,2,0
0,2,534.9921119360012,32,0,11,2,0
4,3,1245.484618954234,68,0,14,2,1
1,2,2802.4715914801204,21,1,14,5,1
2,2,2247.7971765394527,45,0,19,1,1
1,1,192.75424993214523,23,1,12,3,1
2,2,625.8325000406279,43,0,1,2,0
0,0,452.49037741675454,59,0,12,5,1
0,3,2869.05952767019,49,0,2,2,1
3,1,2079.53179056518,30,0,2,3,0
2,0,2259.83148541882,69,1,17,4,0
3,3,2902.7043656688143,60,0,3,1,0
1,4,1409.2844220360184,45,1,13,5,1
1,0,312.4148237594087,25,1,15,2,0
3,3,1296.7966234719468,57,0,7,4,0
3,1,198.96112066397603,61,1,5,3,0
0,2,1180.80018288703,67,0,12,2,0
3,3,304.7979231439607,21,0,12,4,1
2,3,1966.3386928988768,46,1,15,2,0
3,1,2770.283970440016,18,1,16,2,1
0,1,2864.003126312832,39,0,18,5,0
0,1,720.6480820696986,57,0,3,2,0
2,0,2823.3423486422867,45,0,17,2,1
2,0,1283.5408553842135,55,1,8,3,1
3,4,2552.2590524966054,26,0,6,1,1
1,4,441.7848047835221,57,0,13,4,0
4,3,2923.8289274096005,19,1,5,3,1
2,3,2582.488367184692,26,1,1,2,0
2,3,2323.7240610972503,22,1,6,5,0
2,3,103.69852737611936,40,0,11,1,0
0,2,1065.632612496558,31,1,19,4,1
4,1,1675.7198936198422,28,0,18,4,1
2,4,1020.1651851304694,60,1,2,3,1
0,4,1648.1933607953786,36,1,14,5,1
4,4,1502.588119695282,21,1,10,1,0
4,3,1733.2981418621816,69,1,10,1,0
4,4,570.2441422772217,67,1,4,5,1
1,4,1437.6196515383112,43,1,7,5,0
4,2,1242.9267900864777,19,1,3,1,0
2,3,1607.3611900168416,22,1,4,2,1
3,0,1734.9139028334966,31,1,1,2,0
3,0,1204.4902526950168,65,1,17,2,0
0,4,1281.8352980973157,34,1,17,2,0
0,1,1713.9330055104842,45,0,13,1,0
1,0,870.1488216759017,31,0,2,4,0
3,3,2478.104056138317,69,0,7,5,0
0,4,616.0129618596559,63,1,12,1,0
1,4,1505.597012295778,30,1,11,4,1
3,1,2349.7946304500024,63,0,12,4,1
2,3,2795.462317176165,58,1,6,2,0
3,2,1194.4888104284946,67,0,12,2,1
3,2,2316.727614382252,66,0,12,1,0
2,1,2255.089788373654,65,1,9,3,0
4,4,311.1635606910463,50,1,5,3,1
3,1,2837.108003708078,39,1,17,5,0
1,3,2658.460830043233,26,1,1,4,0
2,4,1686.97404995715,64,1,17,2,1
3,3,536.8969563510386,32,1,12,2,1
0,2,2068.0175610315478,20,1,12,1,1
3,0,1583.6746258957178,22,0,1,2,1
2,2,452.81878595432187,55,0,5,3,1
0,0,1868.2646866338396,57,0,8,4,1
2,0,1316.7470424979008,57,1,13,4,1
0,4,1480.18572884728,33,0,2,3,0
2,1,2731.8121706597926,47,0,4,1,1
4,3,790.5003911848544,40,1,15,2,0
2,4,1852.2707433463847,35,1,19,4,1
4,2,2311.735614772653,62,1,15,2,0
4,2,995.9652523439544,23,0,10,3,0
2,2,1592.7068256153873,46,1,5,3,0
1,4,1354.4114047536314,29,1,4,1,1
4,2,2434.7469667944624,44,1,17,5,1
4,3,2606.7937725327065,68,0,19,3,0
1,2,1562.5234740141882,63,0,19,4,0
2,1,1063.4663188427162,51,0,13,4,1
0,0,2606.2225095733243,60,1,17,4,1
2,2,1316.867555554209,30,0,16,4,1
1,3,1781.2313267889044,33,1,9,2,1
2,4,736.1947861245163,39,0,17,2,0
4,3,2275.458751158931,25,1,13,1,0
1,3,2437.349001810111,67,1,15,5,0
0,1,2469.0841169415044,52,0,19,1,1
3,3,323.7465893526528,36,1,7,5,1
1,3,2473.924277198191,58,1,19,1,1
3,1,1880.2791223694,22,1,14,3,0
3,2,1247.980728299235,18,1,2,5,1
0,2,974.0243708090536,26,1,6,1,1
2,4,2471.7401205456244,50,1,11,2,0
2,3,1285.840185584069,39,0,12,3,0
3,0,264.08620742213486,40,1,9,5,0
3,3,2673.826801089528,24,0,7,2,1
0,0,264.48564012037707,53,0,8,1,1
1,3,137.0005746698532,63,1,3,4,1
3,3,2189.053656120509,27,1,17,1,0
2,0,898.1553269754255,39,0,17,2,0
3,1,2520.014094205762,46,1,14,2,0
4,3,2391.172069386155,42,0,18,3,0
2,1,2183.323638485009,18,1,15,1,1
3,4,1403.6834808677038,34,1,7,2,1
2,3,2214.165922798086,51,1,10,3,1
0,0,1958.520114216473,21,1,10,4,0
4,0,544.1995034011516,64,0,13,2,1
2,1,438.4715123927946,41,0,7,2,0
3,3,2541.2221870460003,30,0,4,2,0
1,2,1539.6622438825923,62,1,19,1,1
3,0,2335.760587626373,58,1,18,1,1
0,3,438.3885534810996,35,1,13,1,0
3,1,476.6334908526531,51,1,8,3,1
0,1,1972.5915152985876,69,1,1,3,1
0,0,436.0916973742085,41,0,14,3,1
2,1,1908.91452393065,39,0,12,2,1
4,2,656.5334862260779,64,1,10,1,0
0,1,2938.114217606039,45,0,2,5,0
0,4,2922.326048561147,35,0,11,3,1
3,1,2107.3479281660034,30,0,13,1,0
4,3,2471.3675825682985,44,0,6,5,0
0,3,852.0088728930115,26,0,9,5,1
3,3,233.25507320421693,46,1,10,1,0
3,0,2682.708353173065,52,0,8,5,1
0,2,619.0797967022932,57,0,13,1,0
2,0,955.3796961084822,55,0,16,4,0
4,4,491.2141578172456,39,1,9,4,0
1,1,2903.0935428574453,43,0,17,3,0
2,4,2843.1126396285786,49,0,17,2,0
4,0,2672.5862129796337,67,0,13,1,1
0,4,2431.8822405469614,39,0,7,3,1
1,0,2061.5245943557275,58,0,7,3,1
4,0,1000.4674264510662,69,0,1,5,0
1,0,2159.027625451406,22,0,4,4,1
0,0,2251.680984832254,52,0,5,3,0
2,1,483.10951692702304,49,1,2,1,1
2,3,892.666491949218,41,0,5,4,0
2,1,855.9578815731959,19,0,17,3,1
2,2,2681.8205018207927,25,1,10,4,1
3,1,879.9290479471324,67,1,5,1,1
0,2,489.1923471973557,40,1,8,2,0
4,3,469.3249271735981,58,0,19,1,1
4,1,1170.8312804591776,52,1,2,1,0
0,0,2086.3710509147472,42,0,10,5,0
0,4,2369.4279106035315,50,0,12,3,1
0,1,1465.076271387786,29,1,15,3,1
2,4,2514.792297921776,30,0,1,2,0
2,2,1579.9178010143348,68,1,2,4,1
3,3,1349.3689281341738,34,1,4,4,0
0,0,2246.804984700096,37,1,12,2,1
4,0,1015.4745665152486,19,0,4,3,1
3,1,2831.368260445736,47,0,14,3,0
3,3,384.7858940215758,21,1,14,2,1
3,3,1661.46589450184,49,0,11,2,0
4,2,1457.4430534240732,55,0,17,1,1
1,1,959.2792940433126,66,0,15,2,0
0,4,2030.3346705934591,29,0,14,1,1
4,1,1293.008656117923,19,0,10,3,0
4,4,199.7983288820992,44,0,17,4,0
0,2,1175.5985688971653,28,0,8,3,1
0,3,2431.9293430523485,42,1,7,5,1
0,0,2164.254673395201,55,1,6,2,0
1,4,532.6077659459179,47,1,16,4,0
4,4,2528.504980558364,20,1,9,5,1
4,0,1665.801706575057,51,0,2,4,0
2,0,2407.6853269842063,66,1,9,2,0
4,3,963.5539078875933,52,1,7,1,0
4,2,2635.376677964276,64,1,7,3,0
4,2,1716.8760194416334,23,1,3,3,0
4,2,1911.2597518890057,62,1,11,5,1
1,1,1307.668743783336,37,1,10,5,1
1,2,1416.3663116753526,27,0,6,2,0
1,4,952.6047132840878,50,1,1,4,1
0,4,1491.311708448719,21,1,14,4,0
3,0,1982.785332121432,37,0,13,2,1
3,2,1494.5076337497314,42,1,11,3,1
2,4,1704.8261078960031,21,0,10,1,1
0,2,469.91614744940176,63,1,10,5,0
3,3,234.51287020954533,51,1,12,5,1
1,1,174.15877532770045,37,0,18,2,1
3,0,110.1427009272767,37,0,3,2,0
2,3,2483.107102480979,35,1,4,2,1
4,3,2088.889855332573,49,1,6,2,1
1,4,2869.325427840861,57,1,10,1,1
1,2,2602.579012034861,63,0,17,1,1
3,1,2290.498749573154,54,1,1,4,0
3,0,2129.2404217933763,44,1,16,2,0
4,0,399.6700789382908,49,1,14,4,1
1,4,419.9416857117076,18,0,15,5,1
4,1,823.9126530233949,21,0,19,5,1
0,0,759.8386528519243,33,0,1,5,1
3,0,1943.502853174908,43,0,16,4,0
0,0,1675.8834894098209,54,1,3,1,0
3,2,1396.2894410134095,61,0,14,3,0
1,1,1837.9678305888556,48,0,15,4,0
1,4,2076.0274411412083,37,1,7,5,1
2,1,2019.2783372935728,42,1,2,4,0
3,0,2713.5224200992093,26,0,12,4,0
3,2,729.6237132035801,61,1,3,3,0
3,4,1971.5856454628067,54,0,4,3,1
2,2,2132.688479709375,32,1,1,4,1
1,0,838.4370708969282,65,0,12,4,0
0,0,1823.068689440758,27,1,6,5,1
4,0,743.4424552371781,29,0,1,2,0
0,1,2735.2495634220795,58,0,10,2,0
2,1,1629.8905811796117,67,1,15,1,1
2,4,2461.726349461941,36,1,1,4,0
1,2,1586.3904601680788,28,0,2,1,1
3,2,464.2111922834321,36,0,7,2,1
2,1,1933.18035826688,67,1,17,4,1
0,3,776.931567831849,19,0,3,3,1
0,1,1931.853881790412,66,0,3,1,0
3,4,888.9424894491624,51,1,17,1,0
2,0,1397.9419458667085,33,0,16,1,1
2,3,434.8113750876626,32,0,19,5,0
3,2,938.0057258569524,67,0,17,4,1
2,2,2645.466315782096,33,1,2,4,0
3,2,546.6535241184729,61,1,6,1,1
3,2,1218.9897184346733,24,1,8,5,0
3,0,2071.847197307392,67,0,17,5,1
2,0,221.2852336888412,25,1,10,2,0
1,3,570.8297937287582,46,1,14,2,1
2,1,2579.879288318915,19,1,2,2,1
4,0,1325.3995663499793,52,0,2,1,1
0,1,1031.8922195192094,22,1,8,1,1
1,4,430.1188274793018,55,1,14,2,1
1,0,2610.3922128991767,67,1,13,2,0
4,4,1799.5184677421544,59,1,6,4,1
1,0,1916.2269278319352,36,0,12,2,1
4,4,2094.820208435967,22,1,17,4,0
4,2,2708.390157223501,52,0,3,3,1
2,3,1563.0511731734005,45,1,4,1,1
4,1,2985.2202085431663,64,1,7,4,1
3,0,789.4097425394643,54,1,6,3,0
1,4,2575.1960789603454,35,0,19,4,0
4,1,1724.2056407098094,21,0,16,3,0
4,4,1070.8406873720537,25,1,11,5,0
3,4,2526.875571658064,28,1,16,3,1
4,4,187.89116756115664,18,1,7,5,1
2,4,1070.808435685156,58,0,2,5,1
2,1,1830.3580103895576,69,0,8,2,0
0,2,2662.2571534356243,32,1,6,4,1
0,1,150.31355306613727,41,0,5,1,0
3,2,972.2245977838896,21,0,6,1,1
0,4,786.4659716686275,43,1,7,3,1
0,2,2841.010774572836,57,0,1,1,1
1,3,2328.7485793765745,45,1,7,2,0
3,4,1754.3279768790103,51,1,18,5,0
0,3,1856.101927190127,51,0,6,2,0
1,0,1517.025387765202,54,0,14,4,1
4,3,408.8387735850888,62,1,13,3,1
3,1,1628.466189137813,67,0,4,2,0
0,2,184.52029322792933,21,0,8,3,0
0,4,1529.8813616193668,18,0,7,4,0
2,2,461.2643214583874,48,0,15,2,1
4,2,1028.7993583613506,58,1,12,4,0
1,4,2799.5430632688303,29,0,2,1,1
0,2,820.9652533386094,35,1,9,3,1
2,0,1332.8025240945317,31,1,8,1,0
1,4,1280.3964154496755,67,0,1,1,0
3,0,1154.508053358339,51,0,3,4,1
2,0,2324.4781324952246,32,0,1,2,0
3,3,1275.4305041876682,18,0,15,3,1
4,4,2061.8430992700314,38,0,11,4,1
3,1,2923.5472040169066,41,0,17,2,0
1,2,2650.2524838380173,20,1,11,2,0
1,1,2520.779749318385,31,1,16,2,0
4,3,2991.9950713361063,44,1,16,5,0
2,1,2303.0880939781314,66,0,14,3,0
3,4,2576.8740331960703,42,0,7,5,1
1,3,746.7112229641164,34,0,11,3,1
4,1,1036.8774542619774,63,0,6,4,1
1,0,668.0581637359188,43,0,10,2,0
3,0,2842.524450722457,22,1,15,3,0
1,4,1379.8077613356809,57,0,4,1,1
0,3,669.1600576400773,40,1,17,3,0
1,1,1624.819485647953,55,1,6,4,1
1,0,168.37134869404326,36,1,16,3,1
1,4,2297.689367048152,30,1,2,1,0
3,4,760.8561275695207,39,1,3,5,1
1,3,127.68681569405744,52,1,17,2,1
4,2,2579.129607655213,33,0,12,2,0
3,0,2905.455848771113,33,0,18,3,0
2,3,1611.504674657326,59,0,7,1,1
1,0,749.4126986776691,47,1,14,4,1
0,2,1396.8251371724234,27,0,11,3,0
4,3,1555.5677985571415,55,1,3,5,0
0,3,2462.598560450684,34,1,17,5,0
2,2,2184.332601409638,69,1,1,1,0
1,3,1969.786696960919,39,1,2,2,0
2,2,2859.1533222857643,36,0,5,3,1
3,0,1063.9737706835936,20,0,2,1,0
2,3,1564.363894301275,34,1,1,3,1
3,2,2366.603312091212,27,1,7,5,0
0,3,1416.1202130838767,45,0,19,5,1
3,3,2410.87178093002,37,0,8,2,1
4,2,2645.967619589438,55,0,15,1,0
1,4,2720.5416362265214,54,0,16,4,1
0,4,286.8612086130118,42,1,12,1,1
2,2,1578.8058061536258,56,0,10,3,1
0,1,969.477889381506,24,1,3,2,0
1,2,1852.47565318426,52,1,2,2,0
4,2,1473.1662106305391,55,1,1,1,0
3,2,1748.2210194199945,48,0,19,3,0
0,1,2016.973013017264,27,1,12,2,0
0,3,1485.071081979882,61,1,16,1,1
3,3,1855.745420711538,68,1,14,5,1
2,2,171.61334988410522,20,0,11,4,0
3,2,2143.8113987730776,58,1,10,2,1
2,2,2530.649898952797,18,1,2,5,1
2,4,2422.805380580577,45,0,8,2,0
4,4,2120.114414626906,36,0,4,5,0
0,4,1923.5427187872604,42,1,3,4,1
3,3,786.554035974848,37,0,7,3,0
0,3,284.2585311453817,62,1,6,3,1
1,1,2843.862043109561,27,0,10,3,1
0,4,2681.746253794421,24,1,9,4,0
0,2,902.3773309322696,29,0,19,4,1
3,0,1499.453408255882,68,1,14,4,0
3,3,1392.708154989236,29,1,2,5,0
4,0,1206.1498839739734,33,0,15,1,1
3,2,1830.4872433825408,53,0,4,5,1
3,2,1952.504316666214,58,0,18,1,1
4,0,173.70061669068798,50,1,11,2,1
3,3,1433.617615344253,25,1,16,2,0
4,4,356.36702735528024,45,1,4,5,1
2,2,2908.920748230366,23,1,14,5,1
3,3,1116.2093738251149,55,1,18,4,0
4,3,2383.7634191540315,27,1,4,1,0
0,4,1546.889814994567,31,1,19,1,0
0,0,2688.2392778769736,60,1,3,3,0
1,0,1977.6530928533227,52,0,18,1,1
3,3,1391.2070508358224,41,1,4,2,0
3,1,2287.260518957587,50,0,11,5,1
3,4,2003.500989446802,55,0,2,4,0
2,2,574.8121045656453,48,0,19,4,1
2,3,2476.6167473342557,24,0,11,5,0
3,3,2543.400370522887,53,1,14,3,0
0,1,2907.2813271401574,41,0,14,5,0
4,4,2652.863165439113,55,1,18,3,0
1,0,1596.16031203217,35,1,12,2,1
3,0,1301.039107439064,18,0,12,3,1
0,3,947.2401349657584,68,1,3,3,1
4,2,424.15091201714034,53,1,17,5,0
1,2,2579.348161354804,47,0,19,4,1
4,0,175.76120703391894,34,1,19,3,1
1,0,2091.532646593826,47,0,17,3,1
2,4,947.8770999679322,27,1,3,3,1
4,1,2438.6500503967795,45,0,14,1,0
2,2,1374.7666401827607,53,0,19,3,0
3,2,1566.4273840936228,44,1,8,4,0
0,3,1878.4770884098696,26,0,18,1,0
1,1,2230.813652575329,52,1,15,3,1
1,0,433.4602178625247,30,1,14,1,1
3,1,1151.873083372269,61,1,8,2,1
0,2,1630.8871626131968,38,1,14,5,1
2,2,2397.73927035971,34,0,16,4,0
0,0,2325.16842249675,51,1,10,1,0
3,0,231.61743058824555,69,1,2,5,0
2,2,233.99297428915256,55,1,16,5,1
4,3,930.402995026578,57,0,13,4,1
3,1,1552.6067186540292,47,1,5,2,0
0,0,1656.9468778957869,67,0,5,4,0
0,4,534.7861979466848,61,0,19,4,0
0,1,860.1523268711491,29,1,3,2,0
4,1,1844.684259435064,22,1,7,4,1
3,4,586.4577588094476,58,1,10,4,0
3,0,2349.015113448931,49,0,11,2,0
0,0,1737.4208016401758,44,0,15,1,0
2,3,925.9213762024204,28,0,10,5,0
3,0,1378.895836487504,26,1,18,1,0
1,3,1854.1423469294164,18,1,14,5,1
2,4,2445.338445221472,61,1,3,1,0
1,3,1868.1637885183131,68,1,9,3,0
0,2,1639.8875104880628,24,1,10,2,1
2,4,1898.33130774352,22,0,2,4,0
1,4,2815.5448085524586,38,1,1,4,0
0,0,104.12700002546332,28,0,1,4,0
1,2,2563.0559600518995,66,1,6,2,0
4,0,2867.4196118011387,38,1,1,5,1
3,4,844.9674900276334,35,1,7,5,0
4,2,2505.666368811608,64,0,10,1,0
4,3,1943.8253977607487,31,0,14,5,0
1,1,129.26855053925453,68,0,9,1,1
3,0,1122.970624849242,59,1,8,3,1
3,1,1454.5125127199328,47,1,15,4,1
3,4,998.4658118864446,32,0,14,2,0
2,4,1793.185966354559,18,1,19,5,0
4,4,1950.263530815306,18,0,11,2,1
2,3,2917.070395130963,46,1,7,3,1
2,3,454.1906384636427,28,0,17,5,0
0,0,887.7808342764931,47,0,4,4,1
0,4,2975.2632662820192,38,1,16,5,1
2,3,415.41127913464186,53,1,11,2,1
4,3,1262.0037127556986,48,1,15,1,0
0,3,1746.599605270758,20,0,6,4,0
2,3,2708.8973694391893,50,0,13,5,1
0,4,2919.448814172204,66,0,15,5,1
1,2,204.7218226395576,52,1,5,1,0
4,1,2115.836985116747,36,1,19,4,0
0,1,2657.061067951315,24,1,16,5,0
4,0,1578.3519789354775,28,0,9,5,0
3,1,868.4127159637565,24,1,17,5,0
2,4,815.338667455981,68,1,13,3,0
2,1,2781.1651946522816,34,0,16,3,0
3,0,2219.129745366401,64,1,16,4,0
1,2,1748.205780804018,31,1,7,4,1
0,4,2895.376073503256,47,1,17,5,1
0,2,1560.7266576520346,36,0,1,2,0
0,0,935.1051747838198,23,0,18,2,1
0,0,1886.2356532353472,69,0,17,1,1
2,4,2268.4965475902677,63,0,14,3,0
2,2,2926.7925362995734,47,1,3,2,1
4,2,2603.1418987197785,20,1,12,4,0
0,4,111.36254978364671,38,1,1,1,0
0,1,1727.0184220289443,54,0,10,3,0
0,0,1828.056158985419,36,0,16,4,0
0,2,1814.8620229496112,47,0,6,3,1
3,2,1986.1037136574148,37,1,2,5,1
1,3,2265.5786041800584,36,1,4,3,1
1,1,2123.4454791999524,69,0,19,2,1
3,1,2810.9433751088877,48,0,4,2,1
1,1,2375.6772567154258,46,1,9,2,1
2,0,1960.1621676662355,18,1,14,1,1
4,3,1419.3184821573136,57,1,4,1,1
2,1,1644.707904621754,55,1,8,3,1
0,0,2075.22251673943,54,0,1,4,0
2,3,2543.2429364315267,38,0,13,5,1
2,0,2124.9618401677417,57,1,18,3,0
2,2,855.3177814219362,21,0,3,2,1
0,0,2842.566066658963,19,1,19,4,1
1,4,2230.856884419361,20,0,19,1,1
2,0,1586.8971048889146,57,0,15,3,0
4,3,2803.926488229652,23,1,4,4,1
0,0,2121.3486232856494,22,0,14,2,1
0,3,1104.7312343294084,61,1,7,3,1
3,1,644.7341835843185,23,0,14,4,1
0,3,1003.2586110359632,31,0,17,2,1
4,0,2180.3535436770103,53,1,2,3,0
3,4,939.5565268432608,68,0,5,3,0
4,1,1605.3188919928025,33,0,11,4,1
3,4,1129.1310509415807,49,1,10,4,0
2,4,2801.0397392038003,40,0,8,3,1
3,2,1023.674762986831,57,0,19,3,0
3,2,2492.188686207393,28,0,8,5,1
0,3,1954.6798692562647,62,0,12,2,1
4,2,720.8457289744318,57,0,3,3,1
3,2,105.81574882460916,21,0,7,4,0
2,0,199.88754161068917,56,0,16,1,1
1,4,260.0391989886855,35,1,3,4,1
0,2,2232.792481573701,60,1,11,1,0
2,2,961.8628692535502,58,1,4,4,1
3,3,2987.5582987804205,53,0,2,1,0
0,0,2588.39033316945,34,1,18,5,1
0,0,1627.8929258215726,36,0,6,5,1
0,2,1589.8975882994089,53,1,16,3,0
2,3,2080.667544621728,29,1,5,1,0
1,0,1915.5569996000595,47,0,10,5,1
1,4,2531.185304054308,47,1,9,3,1
3,1,2134.0614934005416,53,1,16,5,0
2,1,923.02629891978,47,1,11,5,1
0,1,489.826969404798,35,1,5,2,0
2,0,422.4800524523968,36,0,15,1,0
0,2,2440.0373389614724,18,1,9,1,0
0,2,320.50578208582306,43,0,11,2,1
0,2,1420.4885135758152,21,0,11,4,0
2,0,171.0300694572668,19,0,4,4,1
2,0,1413.2649314578723,25,1,2,3,1
4,3,1698.9746913502177,56,1,12,4,0
0,2,1173.0424373099631,47,1,15,4,1
2,3,797.7691746048981,51,0,12,3,1
4,3,2622.3161276286723,31,1,3,2,0
0,1,961.6102696834924,26,1,10,4,0
2,1,789.5779467635801,57,1,9,1,1
0,1,739.3196670984657,24,0,6,2,1
0,1,970.9775345500268,61,1,10,3,0
2,0,697.2725205992513,23,1,3,5,1
2,1,432.8090487317871,31,0,12,5,0
1,1,473.9693877353677,48,0,5,4,1
0,4,2712.0357563402085,20,0,16,1,0
2,4,263.09862316343515,39,0,6,5,0
1,0,2993.0738377162083,29,0,18,4,1
4,2,2754.797196287294,37,1,15,3,0
0,1,2256.703034407887,59,0,11,4,0
1,3,1422.1604498195884,37,0,17,5,1
4,3,2382.688823343432,22,1,9,3,0
2,3,2629.115164441768,28,1,11,4,1
0,0,2325.8484699842456,39,0,4,2,1
3,2,947.3101524641296,55,0,5,4,0
2,1,1649.8636820306012,21,1,8,4,0
1,3,1804.7570229149385,39,1,14,1,1
3,0,1737.6078258995149,47,1,7,2,0
2,4,360.5344387556552,43,0,13,3,0
2,3,1266.215967619152,55,0,2,2,1
2,4,2717.816875270206,64,1,1,2,0
2,2,151.08448341979144,40,0,8,4,0
2,4,1441.0497536256703,55,0,10,1,0
2,3,2727.8516119276755,69,0,6,3,0
0,2,1420.9705053939515,58,1,13,1,1
4,4,1707.119340159608,57,0,9,3,1
4,2,1243.9386312143902,56,0,4,2,1
3,1,768.438957417749,47,0,14,3,1
3,0,1719.2356212342345,39,0,11,2,1
1,0,876.559343798543,34,1,9,2,1
4,1,1663.8343247304376,33,0,7,1,1
3,3,1221.7858759446456,51,0,18,1,0
4,0,1134.705323489975,27,0,12,1,1
0,2,2638.2938403411163,32,1,7,3,0
3,3,2943.272741607735,25,0,17,4,1
3,0,2289.0405869473307,37,1,1,1,0
3,4,2526.790366440477,19,1,6,4,1
2,3,748.2099028839131,52,1,8,3,0
2,1,847.0978893382796,42,1,10,4,1
1,3,547.6788999611275,29,1,9,4,1
3,1,2493.616744588014,18,1,2,2,1
1,3,1210.2682554676223,50,1,4,1,0
0,0,2215.670973689051,50,1,19,5,0
3,4,524.1157056594425,38,1,12,4,1
0,0,2865.500235470473,40,1,17,2,0
2,2,1199.7606532556294,23,1,10,5,0
3,1,2908.3990857904523,55,1,4,1,1
4,4,432.7855471907541,28,1,5,5,1
0,0,2141.6071098887915,32,0,16,2,1
1,1,2357.6670631162497,45,0,11,1,1
0,3,296.1362122961848,52,0,17,1,0
3,2,492.4937930376751,63,0,12,1,1
1,3,1702.4851343867117,52,0,5,1,0
1,1,568.1969448636794,18,1,4,3,1
3,1,2563.230972885066,43,1,4,1,0
0,3,1494.1466342610472,65,1,9,4,1
3,3,1987.7031725784,65,0,7,4,0
3,2,813.0245885089896,36,0,12,1,1
2,4,170.49143182156928,55,1,3,2,1
1,2,1203.5816218253915,37,0,8,4,0
4,2,2069.670118704268,18,0,17,3,0
0,0,1674.747778543149,43,0,4,1,1
4,1,802.5180817657032,55,1,10,1,0
3,2,2865.9769008598323,27,1,18,1,1
2,2,385.4545645436619,48,1,7,3,0
1,4,2859.217261533024,37,0,4,4,0
2,0,2827.2704789549225,33,1,12,2,1
3,1,1861.1646736883104,43,0,19,1,0
4,3,2965.739336686904,21,0,19,4,1
0,1,2075.8366061452907,41,0,19,5,0
0,0,883.5770881758936,47,0,2,3,0
3,3,396.8512995171184,50,1,4,2,1
0,0,2044.6958604894533,47,0,3,2,0
2,0,1393.184672296801,63,1,17,2,0
4,2,1366.8959471675246,31,0,5,4,0
